OrderID,OrderDate,CustomerID,CustomerSegment,Product,Category,Region,Quantity,UnitPrice,UnitCost,Revenue,Profit
1261,2024-04-13,CUST0018,SMB,Notebook Pack,Stationery,North,3,14.34,4.0,43.02,31.02
1262,2024-04-14,CUST0042,Enterprise,Notebook Pack,Stationery,South,4,13.46,3.97,53.84,37.96
1263,2024-04-14,CUST0076,SMB,Pen Set,Stationery,West,1,10.28,3.01,10.28,7.27
1264,2024-04-15,CUST0043,Enterprise,Notebook Pack,Stationery,North,2,14.66,4.02,29.32,21.28
1265,2024-04-15,CUST0004,Enterprise,"Monitor 27""",Electronics,East,2,409.49,222.05,818.98,374.88
1266,2024-04-15,CUST0030,SMB,Headset,Electronics,East,3,128.47,53.91,385.41,223.68
1267,2024-04-16,CUST0005,Retail,Wireless Mouse,Electronics,East,2,34.38,11.78,68.76,45.2
1268,2024-04-16,CUST0053,SMB,Desk Lamp,Furniture,South,2,63.27,25.41,126.54,75.72
1269,2024-04-16,CUST0008,Enterprise,Keyboard,Electronics,West,3,107.63,45.16,322.89,187.41
1270,2024-04-16,CUST0049,SMB,Headset,Electronics,South,1,121.58,56.36,121.58,65.22
1271,2024-04-17,CUST0034,Retail,Notebook Pack,Stationery,East,2,13.23,3.94,26.46,18.58
1272,2024-04-17,CUST0039,Retail,Notebook Pack,Stationery,North,3,14.16,4.05,42.48,30.33
1273,2024-04-17,CUST0072,Retail,Notebook Pack,Stationery,South,4,14.33,3.95,57.32,41.52
1274,2024-04-18,CUST0051,SMB,Notebook Pack,Stationery,South,3,14.62,4.07,43.86,31.65
1275,2024-04-19,CUST0011,Enterprise,Laptop Pro,Electronics,West,1,1269.78,788.31,1269.78,481.47
1276,2024-04-19,CUST0069,SMB,Notebook Pack,Stationery,North,1,13.9,3.95,13.9,9.95
1277,2024-04-19,CUST0031,Retail,Wireless Mouse,Electronics,East,1,34.24,12.02,34.24,22.22
1278,2024-04-20,CUST0061,Retail,Laptop Pro,Electronics,South,1,1325.24,776.25,1325.24,548.99
1279,2024-04-20,CUST0053,SMB,Notebook Pack,Stationery,West,2,14.48,3.99,28.96,20.98
1280,2024-04-21,CUST0037,Retail,Whiteboard,Stationery,North,2,92.38,39.01,184.76,106.74
1281,2024-04-21,CUST0005,Retail,Notebook Pack,Stationery,South,4,13.2,4.09,52.8,36.44
1282,2024-04-22,CUST0051,SMB,Headset,Electronics,North,3,121.8,55.82,365.4,197.94
1283,2024-04-22,CUST0005,Retail,Keyboard,Electronics,North,1,108.33,43.94,108.33,64.39
1284,2024-04-23,CUST0070,SMB,USB-C Hub,Electronics,West,2,50.74,17.6,101.48,66.28
1285,2024-04-23,CUST0015,SMB,Notebook Pack,Stationery,North,1,14.21,4.04,14.21,10.17
1286,2024-04-23,CUST0044,SMB,Pen Set,Stationery,North,3,9.94,3.05,29.82,20.67
1287,2024-04-24,CUST0052,Enterprise,Notebook Pack,Stationery,East,3,13.82,3.9,41.46,29.76
1288,2024-04-24,CUST0018,SMB,Pen Set,Stationery,North,2,10.42,2.91,20.84,15.02
1289,2024-04-25,CUST0043,Enterprise,USB-C Hub,Electronics,East,1,49.68,17.47,49.68,32.21
1290,2024-04-25,CUST0008,Enterprise,Pen Set,Stationery,East,2,9.81,2.94,19.62,13.74
1291,2024-04-25,CUST0040,SMB,Pen Set,Stationery,West,2,10.03,3.08,20.06,13.9
1292,2024-04-25,CUST0018,SMB,Standing Desk,Furniture,North,2,635.47,308.8,1270.94,653.34
1293,2024-04-26,CUST0061,Retail,Desk Lamp,Furniture,South,3,66.58,25.49,199.74,123.27
1294,2024-04-26,CUST0077,Retail,Whiteboard,Stationery,East,4,82.83,39.87,331.32,171.84
1295,2024-04-26,CUST0073,Retail,Pen Set,Stationery,North,1,10.28,3.07,10.28,7.21
1296,2024-04-27,CUST0042,Enterprise,Notebook Pack,Stationery,North,4,13.68,4.04,54.72,38.56
1297,2024-04-27,CUST0066,Retail,Pen Set,Stationery,South,2,9.27,2.93,18.54,12.68
1298,2024-04-28,CUST0060,SMB,Desk Lamp,Furniture,North,2,62.4,24.28,124.8,76.24
1299,2024-04-28,CUST0028,Enterprise,USB-C Hub,Electronics,North,2,45.37,17.83,90.74,55.08
1300,2024-04-28,CUST0009,SMB,Laptop Pro,Electronics,West,5,1274.8,789.78,6374.0,2425.1
1301,2024-04-28,CUST0054,Retail,Wireless Mouse,Electronics,North,1,35.22,11.96,35.22,23.26
1302,2024-04-29,CUST0070,SMB,Standing Desk,Furniture,East,1,669.66,293.14,669.66,376.52
1303,2024-04-29,CUST0017,Enterprise,Headset,Electronics,South,3,122.41,53.36,367.23,207.15
1304,2024-04-29,CUST0070,SMB,Laptop Pro,Electronics,North,2,1259.13,787.02,2518.26,944.22
1305,2024-04-29,CUST0025,Retail,Desk Lamp,Furniture,North,4,65.93,24.42,263.72,166.04
1306,2024-04-30,CUST0003,SMB,Pen Set,Stationery,West,1,9.29,3.02,9.29,6.27
1307,2024-04-30,CUST0007,Retail,Desk Lamp,Furniture,East,1,60.17,24.91,60.17,35.26
1308,2024-04-30,CUST0008,Enterprise,Notebook Pack,Stationery,East,1,14.69,3.94,14.69,10.75
1309,2024-04-30,CUST0074,SMB,Keyboard,Electronics,East,2,109.81,44.52,219.62,130.58
1310,2024-05-01,CUST0067,Enterprise,Keyboard,Electronics,West,1,104.54,43.81,104.54,60.73
1311,2024-05-01,CUST0023,SMB,Headset,Electronics,West,2,125.84,54.99,251.68,141.7
1312,2024-05-01,CUST0049,SMB,Headset,Electronics,West,3,124.03,54.72,372.09,207.93
1313,2024-05-02,CUST0069,SMB,Office Chair,Furniture,North,2,411.14,177.85,822.28,466.58
1314,2024-05-02,CUST0008,Enterprise,Pen Set,Stationery,East,2,10.46,3.01,20.92,14.9
1315,2024-05-03,CUST0043,Enterprise,Standing Desk,Furniture,North,2,674.89,306.25,1349.78,737.28
1316,2024-05-03,CUST0025,Retail,Wireless Mouse,Electronics,East,1,32.95,12.08,32.95,20.87
1317,2024-05-04,CUST0076,SMB,Keyboard,Electronics,North,3,108.2,44.94,324.6,189.78
1318,2024-05-05,CUST0028,Enterprise,Office Chair,Furniture,West,4,416.98,175.87,1667.92,964.44
1319,2024-05-05,CUST0032,Retail,Headset,Electronics,South,2,130.48,54.66,260.96,151.64
1320,2024-05-05,CUST0037,Retail,USB-C Hub,Electronics,South,1,48.48,17.85,48.48,30.63
1321,2024-05-06,CUST0060,SMB,Standing Desk,Furniture,West,1,679.87,299.45,679.87,380.42
1322,2024-05-06,CUST0048,SMB,"Monitor 27""",Electronics,West,1,397.23,224.81,397.23,172.42
1323,2024-05-06,CUST0071,Enterprise,Whiteboard,Stationery,North,4,88.58,39.8,354.32,195.12
1324,2024-05-07,CUST0073,Retail,USB-C Hub,Electronics,North,3,48.26,18.17,144.78,90.27
1325,2024-05-07,CUST0063,SMB,Pen Set,Stationery,North,5,10.03,3.0,50.15,35.15
1326,2024-05-08,CUST0018,SMB,Pen Set,Stationery,South,3,9.83,3.08,29.49,20.25
1327,2024-05-08,CUST0008,Enterprise,Notebook Pack,Stationery,East,2,14.41,3.9,28.82,21.02
1328,2024-05-09,CUST0030,SMB,Whiteboard,Stationery,South,1,83.63,39.32,83.63,44.31
1329,2024-05-10,CUST0079,SMB,Standing Desk,Furniture,East,4,652.7,291.28,2610.8,1445.68
1330,2024-05-10,CUST0003,SMB,Notebook Pack,Stationery,South,2,13.38,4.11,26.76,18.54
1331,2024-05-10,CUST0056,SMB,Laptop Pro,Electronics,East,3,1348.71,781.14,4046.13,1702.71
1332,2024-05-10,CUST0025,Retail,Wireless Mouse,Electronics,North,2,32.4,11.9,64.8,41.0
1333,2024-05-11,CUST0059,Enterprise,Wireless Mouse,Electronics,West,2,35.66,11.8,71.32,47.72
1334,2024-05-11,CUST0005,Retail,Pen Set,Stationery,West,1,9.69,3.01,9.69,6.68
1335,2024-05-11,CUST0022,SMB,Laptop Pro,Electronics,North,1,1337.83,806.96,1337.83,530.87
1336,2024-05-11,CUST0013,Enterprise,Office Chair,Furniture,West,4,414.76,177.08,1659.04,950.72
1337,2024-05-12,CUST0036,SMB,USB-C Hub,Electronics,West,4,48.67,17.5,194.68,124.68
1338,2024-05-12,CUST0027,Enterprise,Keyboard,Electronics,South,2,110.94,45.57,221.88,130.74
1339,2024-05-12,CUST0021,Retail,Desk Lamp,Furniture,North,2,64.59,25.52,129.18,78.14
1340,2024-05-12,CUST0050,SMB,Pen Set,Stationery,South,3,9.38,3.09,28.14,18.87
1341,2024-05-13,CUST0007,Retail,Notebook Pack,Stationery,West,1,13.3,3.9,13.3,9.4
1342,2024-05-14,CUST0035,SMB,Headset,Electronics,South,3,126.24,54.1,378.72,216.42
1343,2024-05-14,CUST0024,Enterprise,Notebook Pack,Stationery,South,2,14.08,3.9,28.16,20.36
1344,2024-05-14,CUST0010,Enterprise,Pen Set,Stationery,East,1,9.4,3.04,9.4,6.36
1345,2024-05-14,CUST0041,Retail,Pen Set,Stationery,East,1,9.32,3.08,9.32,6.24
1346,2024-05-15,CUST0017,Enterprise,Standing Desk,Furniture,North,1,633.44,301.03,633.44,332.41
1347,2024-05-15,CUST0012,SMB,Notebook Pack,Stationery,North,1,13.05,4.02,13.05,9.03
1348,2024-05-15,CUST0038,SMB,Office Chair,Furniture,South,2,407.5,182.43,815.0,450.14
1349,2024-05-15,CUST0032,Retail,Notebook Pack,Stationery,West,2,13.19,3.97,26.38,18.44
1350,2024-05-16,CUST0019,Retail,USB-C Hub,Electronics,North,1,47.85,17.91,47.85,29.94
1351,2024-05-16,CUST0033,SMB,Notebook Pack,Stationery,North,4,14.19,4.0,56.76,40.76
1352,2024-05-17,CUST0001,SMB,Desk Lamp,Furniture,North,4,62.61,25.18,250.44,149.72
1353,2024-05-17,CUST0043,Enterprise,"Monitor 27""",Electronics,South,2,440.61,221.99,881.22,437.24
1354,2024-05-18,CUST0026,SMB,Office Chair,Furniture,East,2,376.29,178.9,752.58,394.78
1355,2024-05-18,CUST0063,SMB,Office Chair,Furniture,East,5,407.64,178.12,2038.2,1147.6
1356,2024-05-19,CUST0015,SMB,"Monitor 27""",Electronics,South,4,405.82,226.56,1623.28,717.04
1357,2024-05-19,CUST0004,Enterprise,Wireless Mouse,Electronics,East,5,33.32,12.15,166.6,105.85
1358,2024-05-19,CUST0009,SMB,Desk Lamp,Furniture,North,3,66.52,24.86,199.56,124.98
1359,2024-05-20,CUST0033,SMB,Wireless Mouse,Electronics,South,2,34.44,12.21,68.88,44.46
1360,2024-05-20,CUST0062,SMB,Wireless Mouse,Electronics,West,2,33.64,12.3,67.28,42.68
1361,2024-05-20,CUST0005,Retail,Keyboard,Electronics,South,3,105.37,46.07,316.11,177.9
1362,2024-05-20,CUST0011,Enterprise,Notebook Pack,Stationery,East,1,13.33,4.04,13.33,9.29
1363,2024-05-21,CUST0052,Enterprise,Pen Set,Stationery,North,5,9.63,3.05,48.15,32.9
1364,2024-05-21,CUST0029,Retail,Wireless Mouse,Electronics,North,2,33.57,12.06,67.14,43.02
1365,2024-05-22,CUST0076,SMB,Desk Lamp,Furniture,South,2,61.07,25.75,122.14,70.64
1366,2024-05-22,CUST0011,Enterprise,Notebook Pack,Stationery,North,1,14.59,3.91,14.59,10.68
1367,2024-05-23,CUST0067,Enterprise,Office Chair,Furniture,East,2,391.78,179.33,783.56,424.9
1368,2024-05-23,CUST0039,Retail,Pen Set,Stationery,South,1,10.12,2.91,10.12,7.21
1369,2024-05-23,CUST0022,SMB,Office Chair,Furniture,North,4,405.49,180.17,1621.96,901.28
1370,2024-05-24,CUST0060,SMB,Office Chair,Furniture,South,1,388.09,176.59,388.09,211.5
1371,2024-05-24,CUST0004,Enterprise,Pen Set,Stationery,South,3,10.35,2.99,31.05,22.08
1372,2024-05-25,CUST0027,Enterprise,Standing Desk,Furniture,East,1,656.46,305.33,656.46,351.13
1373,2024-05-25,CUST0069,SMB,Notebook Pack,Stationery,East,1,13.47,3.99,13.47,9.48
1374,2024-05-25,CUST0068,Enterprise,USB-C Hub,Electronics,West,5,47.08,17.88,235.4,146.0
1375,2024-05-25,CUST0046,Enterprise,Desk Lamp,Furniture,North,3,65.02,25.47,195.06,118.65
1376,2024-05-26,CUST0018,SMB,Keyboard,Electronics,East,1,103.66,43.97,103.66,59.69
1377,2024-05-26,CUST0050,SMB,Standing Desk,Furniture,North,2,608.71,297.91,1217.42,621.6
1378,2024-05-26,CUST0023,SMB,Wireless Mouse,Electronics,East,2,33.44,11.74,66.88,43.4
1379,2024-05-27,CUST0046,Enterprise,"Monitor 27""",Electronics,East,5,421.71,215.98,2108.55,1028.65
1380,2024-05-27,CUST0064,SMB,Standing Desk,Furniture,East,2,638.57,303.78,1277.14,669.58
1381,2024-05-27,CUST0073,Retail,Desk Lamp,Furniture,North,1,66.23,24.69,66.23,41.54
1382,2024-05-28,CUST0059,Enterprise,USB-C Hub,Electronics,North,2,50.0,17.99,100.0,64.02
1383,2024-05-28,CUST0035,SMB,Notebook Pack,Stationery,East,3,14.38,3.97,43.14,31.23
1384,2024-05-28,CUST0057,Enterprise,"Monitor 27""",Electronics,North,2,449.88,214.75,899.76,470.26
1385,2024-05-29,CUST0058,Retail,USB-C Hub,Electronics,West,1,50.57,17.55,50.57,33.02
1386,2024-05-29,CUST0031,Retail,Keyboard,Electronics,North,1,110.73,45.51,110.73,65.22
1387,2024-05-30,CUST0027,Enterprise,Wireless Mouse,Electronics,North,3,34.84,12.05,104.52,68.37
1388,2024-05-30,CUST0022,SMB,Notebook Pack,Stationery,East,1,14.16,3.95,14.16,10.21
1389,2024-05-30,CUST0013,Enterprise,USB-C Hub,Electronics,West,1,49.86,17.9,49.86,31.96
1390,2024-05-30,CUST0017,Enterprise,Laptop Pro,Electronics,North,3,1217.49,783.02,3652.47,1303.41
1391,2024-05-31,CUST0051,SMB,"Monitor 27""",Electronics,East,2,426.88,216.95,853.76,419.86
1392,2024-05-31,CUST0012,SMB,Desk Lamp,Furniture,South,2,66.14,25.29,132.28,81.7
1393,2024-05-31,CUST0063,SMB,Keyboard,Electronics,South,1,100.32,45.74,100.32,54.58
1394,2024-06-01,CUST0046,Enterprise,Pen Set,Stationery,South,4,10.23,2.98,40.92,29.0
1395,2024-06-02,CUST0042,Enterprise,"Monitor 27""",Electronics,South,3,413.52,221.03,1240.56,577.47
1396,2024-06-02,CUST0044,SMB,Notebook Pack,Stationery,South,4,14.27,3.89,57.08,41.52
1397,2024-06-02,CUST0003,SMB,Pen Set,Stationery,West,1,10.31,2.99,10.31,7.32
1398,2024-06-02,CUST0026,SMB,Laptop Pro,Electronics,West,5,1348.65,818.34,6743.25,2651.55
1399,2024-06-03,CUST0036,SMB,Wireless Mouse,Electronics,West,1,32.87,11.7,32.87,21.17
1400,2024-06-03,CUST0007,Retail,Pen Set,Stationery,East,1,9.6,3.04,9.6,6.56
1401,2024-06-03,CUST0013,Enterprise,USB-C Hub,Electronics,East,1,48.12,17.6,48.12,30.52
1402,2024-06-04,CUST0002,Enterprise,Notebook Pack,Stationery,South,2,14.37,4.12,28.74,20.5
1403,2024-06-04,CUST0010,Enterprise,Desk Lamp,Furniture,North,1,60.55,25.46,60.55,35.09
1404,2024-06-05,CUST0018,SMB,Office Chair,Furniture,West,1,409.27,184.04,409.27,225.23
1405,2024-06-06,CUST0079,SMB,Laptop Pro,Electronics,East,2,1269.4,810.68,2538.8,917.44
1406,2024-06-06,CUST0053,SMB,Pen Set,Stationery,North,2,9.78,2.95,19.56,13.66
1407,2024-06-07,CUST0050,SMB,Wireless Mouse,Electronics,North,1,33.18,12.21,33.18,20.97
1408,2024-06-08,CUST0071,Enterprise,USB-C Hub,Electronics,North,2,49.67,17.77,99.34,63.8
1409,2024-06-08,CUST0039,Retail,Headset,Electronics,North,1,128.86,53.97,128.86,74.89
1410,2024-06-09,CUST0031,Retail,USB-C Hub,Electronics,North,2,45.8,18.0,91.6,55.6
1411,2024-06-09,CUST0002,Enterprise,Notebook Pack,Stationery,South,5,14.58,3.91,72.9,53.35
1412,2024-06-09,CUST0047,Enterprise,Keyboard,Electronics,East,2,102.73,44.92,205.46,115.62
1413,2024-06-09,CUST0076,SMB,Headset,Electronics,North,1,123.08,53.48,123.08,69.6
1414,2024-06-10,CUST0037,Retail,Headset,Electronics,South,2,127.08,54.72,254.16,144.72
1415,2024-06-11,CUST0079,SMB,Wireless Mouse,Electronics,South,1,31.65,11.7,31.65,19.95
1416,2024-06-11,CUST0020,Enterprise,Keyboard,Electronics,West,2,105.82,45.36,211.64,120.92
1417,2024-06-11,CUST0009,SMB,"Monitor 27""",Electronics,East,1,419.08,225.99,419.08,193.09
1418,2024-06-11,CUST0056,SMB,USB-C Hub,Electronics,North,1,48.98,17.52,48.98,31.46
1419,2024-06-12,CUST0002,Enterprise,Wireless Mouse,Electronics,East,1,35.49,12.02,35.49,23.47
1420,2024-06-12,CUST0022,SMB,Whiteboard,Stationery,East,1,90.55,40.9,90.55,49.65
1421,2024-06-13,CUST0055,SMB,Whiteboard,Stationery,North,1,82.62,40.51,82.62,42.11
1422,2024-06-14,CUST0008,Enterprise,Notebook Pack,Stationery,South,2,13.91,3.97,27.82,19.88
1423,2024-06-15,CUST0015,SMB,Whiteboard,Stationery,West,1,87.77,38.91,87.77,48.86
1424,2024-06-15,CUST0061,Retail,Keyboard,Electronics,North,1,113.32,44.13,113.32,69.19
1425,2024-06-15,CUST0054,Retail,Headset,Electronics,North,1,122.84,56.37,122.84,66.47
1426,2024-06-16,CUST0048,SMB,USB-C Hub,Electronics,North,1,49.37,17.52,49.37,31.85
1427,2024-06-16,CUST0006,SMB,USB-C Hub,Electronics,South,5,45.52,17.96,227.6,137.8
1428,2024-06-16,CUST0042,Enterprise,USB-C Hub,Electronics,West,1,47.99,17.86,47.99,30.13
1429,2024-06-17,CUST0080,Enterprise,Notebook Pack,Stationery,South,1,13.55,4.11,13.55,9.44
1430,2024-06-17,CUST0070,SMB,Headset,Electronics,East,3,122.79,53.37,368.37,208.26
1431,2024-06-17,CUST0045,Enterprise,Desk Lamp,Furniture,North,2,65.66,24.26,131.32,82.8
1432,2024-06-18,CUST0040,SMB,Laptop Pro,Electronics,East,1,1284.55,787.43,1284.55,497.12
1433,2024-06-18,CUST0019,Retail,Notebook Pack,Stationery,North,3,13.05,4.1,39.15,26.85
1434,2024-06-18,CUST0048,SMB,Keyboard,Electronics,South,2,110.88,45.22,221.76,131.32
1435,2024-06-19,CUST0076,SMB,Pen Set,Stationery,South,2,9.77,3.08,19.54,13.38
1436,2024-06-19,CUST0041,Retail,USB-C Hub,Electronics,North,4,47.58,18.36,190.32,116.88
1437,2024-06-20,CUST0010,Enterprise,Office Chair,Furniture,North,4,374.14,182.92,1496.56,764.88
1438,2024-06-20,CUST0058,Retail,Wireless Mouse,Electronics,North,2,33.08,12.03,66.16,42.1
1439,2024-06-20,CUST0040,SMB,Headset,Electronics,North,2,132.98,53.65,265.96,158.66
1440,2024-06-21,CUST0006,SMB,"Monitor 27""",Electronics,East,1,442.45,215.36,442.45,227.09
1441,2024-06-21,CUST0051,SMB,Pen Set,Stationery,West,2,10.08,2.96,20.16,14.24
1442,2024-06-21,CUST0052,Enterprise,Headset,Electronics,North,4,128.0,55.17,512.0,291.32
1443,2024-06-22,CUST0018,SMB,Desk Lamp,Furniture,East,1,60.32,25.42,60.32,34.9
1444,2024-06-23,CUST0048,SMB,Wireless Mouse,Electronics,East,2,35.42,11.7,70.84,47.44
1445,2024-06-23,CUST0010,Enterprise,Notebook Pack,Stationery,West,1,13.0,4.1,13.0,8.9
1446,2024-06-24,CUST0043,Enterprise,"Monitor 27""",Electronics,North,1,447.23,214.07,447.23,233.16
1447,2024-06-24,CUST0051,SMB,Keyboard,Electronics,South,2,105.7,44.8,211.4,121.8
1448,2024-06-24,CUST0036,SMB,Office Chair,Furniture,West,1,412.9,174.97,412.9,237.93
1449,2024-06-24,CUST0038,SMB,Pen Set,Stationery,North,2,10.35,3.0,20.7,14.7
1450,2024-06-25,CUST0026,SMB,USB-C Hub,Electronics,North,2,50.16,17.73,100.32,64.86
1451,2024-06-26,CUST0046,Enterprise,Headset,Electronics,East,2,131.78,54.49,263.56,154.58
1452,2024-06-27,CUST0041,Retail,Standing Desk,Furniture,North,2,599.55,305.59,1199.1,587.92
1453,2024-06-27,CUST0061,Retail,USB-C Hub,Electronics,East,2,49.96,18.54,99.92,62.84
1454,2024-06-27,CUST0031,Retail,Headset,Electronics,North,1,132.37,56.38,132.37,75.99
1455,2024-06-28,CUST0074,SMB,Whiteboard,Stationery,West,3,91.11,39.65,273.33,154.38
1456,2024-06-29,CUST0046,Enterprise,Wireless Mouse,Electronics,East,4,31.4,12.14,125.6,77.04
1457,2024-06-29,CUST0073,Retail,Headset,Electronics,East,4,132.71,56.02,530.84,306.76
1458,2024-06-30,CUST0005,Retail,Notebook Pack,Stationery,North,1,13.3,3.93,13.3,9.37
1459,2024-06-30,CUST0079,SMB,Notebook Pack,Stationery,North,1,13.12,4.05,13.12,9.07
1460,2024-06-30,CUST0042,Enterprise,Keyboard,Electronics,West,1,102.37,45.55,102.37,56.82
1461,2024-06-30,CUST0068,Enterprise,Wireless Mouse,Electronics,North,4,35.53,11.91,142.12,94.48
1462,2024-07-01,CUST0042,Enterprise,Notebook Pack,Stationery,South,1,13.17,4.11,13.17,9.06
1463,2024-07-01,CUST0041,Retail,"Monitor 27""",Electronics,West,1,448.71,222.55,448.71,226.16
1464,2024-07-01,CUST0029,Retail,Keyboard,Electronics,East,2,111.82,44.67,223.64,134.3
1465,2024-07-01,CUST0023,SMB,Pen Set,Stationery,North,3,10.43,3.08,31.29,22.05
1466,2024-07-02,CUST0073,Retail,Keyboard,Electronics,East,1,108.82,46.14,108.82,62.68
1467,2024-07-02,CUST0073,Retail,Headset,Electronics,North,1,127.0,54.44,127.0,72.56
1468,2024-07-02,CUST0041,Retail,Wireless Mouse,Electronics,South,1,35.19,11.7,35.19,23.49
1469,2024-07-02,CUST0043,Enterprise,Pen Set,Stationery,East,2,9.54,2.95,19.08,13.18
1470,2024-07-03,CUST0001,SMB,Office Chair,Furniture,East,1,389.81,179.13,389.81,210.68
1471,2024-07-04,CUST0049,SMB,Keyboard,Electronics,South,1,105.6,45.89,105.6,59.71
1472,2024-07-04,CUST0029,Retail,"Monitor 27""",Electronics,East,1,398.79,224.56,398.79,174.23
1473,2024-07-05,CUST0014,Enterprise,Laptop Pro,Electronics,North,1,1223.81,794.02,1223.81,429.79
1474,2024-07-05,CUST0012,SMB,Pen Set,Stationery,South,1,10.48,3.07,10.48,7.41
1475,2024-07-05,CUST0022,SMB,Pen Set,Stationery,South,2,9.76,2.92,19.52,13.68
1476,2024-07-06,CUST0071,Enterprise,USB-C Hub,Electronics,North,3,49.73,17.75,149.19,95.94
1477,2024-07-06,CUST0007,Retail,USB-C Hub,Electronics,North,1,48.58,17.99,48.58,30.59
1478,2024-07-06,CUST0012,SMB,Laptop Pro,Electronics,North,1,1306.88,804.81,1306.88,502.07
1479,2024-07-07,CUST0038,SMB,Wireless Mouse,Electronics,North,5,33.37,11.72,166.85,108.25
1480,2024-07-07,CUST0034,Retail,"Monitor 27""",Electronics,South,1,425.03,215.84,425.03,209.19
1481,2024-07-08,CUST0034,Retail,Standing Desk,Furniture,South,2,619.3,306.07,1238.6,626.46
1482,2024-07-08,CUST0013,Enterprise,Notebook Pack,Stationery,North,1,13.51,4.01,13.51,9.5
1483,2024-07-08,CUST0071,Enterprise,Headset,Electronics,East,1,125.17,55.07,125.17,70.1
1484,2024-07-08,CUST0061,Retail,Headset,Electronics,East,2,122.63,54.34,245.26,136.58
1485,2024-07-09,CUST0065,Retail,Keyboard,Electronics,East,2,107.6,45.19,215.2,124.82
1486,2024-07-09,CUST0058,Retail,Headset,Electronics,North,1,135.19,56.56,135.19,78.63
1487,2024-07-09,CUST0055,SMB,"Monitor 27""",Electronics,North,1,432.78,216.07,432.78,216.71
1488,2024-07-09,CUST0077,Retail,"Monitor 27""",Electronics,North,1,445.48,225.47,445.48,220.01
1489,2024-07-10,CUST0071,Enterprise,Wireless Mouse,Electronics,East,1,32.5,11.97,32.5,20.53
1490,2024-07-11,CUST0067,Enterprise,"Monitor 27""",Electronics,East,3,400.96,215.38,1202.88,556.74
1491,2024-07-12,CUST0013,Enterprise,Keyboard,Electronics,East,3,112.57,46.03,337.71,199.62
1492,2024-07-13,CUST0074,SMB,USB-C Hub,Electronics,East,2,45.32,17.76,90.64,55.12
1493,2024-07-13,CUST0052,Enterprise,Wireless Mouse,Electronics,East,1,35.21,11.88,35.21,23.33
1494,2024-07-13,CUST0035,SMB,USB-C Hub,Electronics,East,4,45.21,18.34,180.84,107.48
1495,2024-07-13,CUST0063,SMB,Office Chair,Furniture,North,4,402.6,185.1,1610.4,870.0
1496,2024-07-14,CUST0057,Enterprise,Wireless Mouse,Electronics,West,3,32.7,12.16,98.1,61.62
1497,2024-07-14,CUST0057,Enterprise,Notebook Pack,Stationery,North,1,14.38,4.06,14.38,10.32
1498,2024-07-15,CUST0021,Retail,"Monitor 27""",Electronics,South,1,434.25,218.72,434.25,215.53
1499,2024-07-15,CUST0073,Retail,Whiteboard,Stationery,South,1,84.11,40.8,84.11,43.31
1500,2024-07-15,CUST0059,Enterprise,"Monitor 27""",Electronics,North,1,414.78,216.03,414.78,198.75
1501,2024-07-16,CUST0016,SMB,"Monitor 27""",Electronics,South,2,408.17,219.85,816.34,376.64
1502,2024-07-16,CUST0061,Retail,Desk Lamp,Furniture,West,2,62.76,24.5,125.52,76.52
1503,2024-07-16,CUST0012,SMB,Keyboard,Electronics,East,1,105.76,44.09,105.76,61.67
1504,2024-07-17,CUST0027,Enterprise,Keyboard,Electronics,East,1,106.08,43.7,106.08,62.38
1505,2024-07-17,CUST0002,Enterprise,Whiteboard,Stationery,East,2,83.41,39.22,166.82,88.38
1506,2024-07-18,CUST0040,SMB,USB-C Hub,Electronics,East,3,49.6,17.76,148.8,95.52
1507,2024-07-19,CUST0028,Enterprise,Keyboard,Electronics,South,2,109.88,45.88,219.76,128.0
1508,2024-07-19,CUST0066,Retail,Desk Lamp,Furniture,North,5,67.97,25.51,339.85,212.3
1509,2024-07-19,CUST0037,Retail,Notebook Pack,Stationery,East,1,13.08,3.9,13.08,9.18
1510,2024-07-19,CUST0036,SMB,Headset,Electronics,East,1,130.61,56.29,130.61,74.32
1511,2024-07-20,CUST0031,Retail,Wireless Mouse,Electronics,South,4,34.84,12.22,139.36,90.48
1512,2024-07-20,CUST0018,SMB,Notebook Pack,Stationery,East,3,14.07,4.12,42.21,29.85
1513,2024-07-20,CUST0050,SMB,USB-C Hub,Electronics,South,3,48.79,18.53,146.37,90.78
1514,2024-07-21,CUST0069,SMB,Office Chair,Furniture,East,2,391.76,184.76,783.52,414.0
1515,2024-07-21,CUST0022,SMB,Standing Desk,Furniture,South,3,671.03,294.26,2013.09,1130.31
1516,2024-07-22,CUST0072,Retail,Desk Lamp,Furniture,East,3,61.35,25.27,184.05,108.24
1517,2024-07-23,CUST0029,Retail,Pen Set,Stationery,North,3,9.6,3.05,28.8,19.65
1518,2024-07-23,CUST0038,SMB,Office Chair,Furniture,North,2,373.19,175.18,746.38,396.02
1519,2024-07-23,CUST0080,Enterprise,Pen Set,Stationery,East,1,10.36,3.0,10.36,7.36
1520,2024-07-24,CUST0020,Enterprise,Notebook Pack,Stationery,South,1,13.24,3.98,13.24,9.26
1521,2024-07-24,CUST0059,Enterprise,Notebook Pack,Stationery,West,1,14.45,3.92,14.45,10.53
1522,2024-07-24,CUST0023,SMB,Wireless Mouse,Electronics,South,1,31.54,11.97,31.54,19.57
