CustomerID,Gender,Age,Tenure,ContractType,PaymentMethod,InternetService,MonthlyCharges,TotalCharges,NumServices,TechSupport,OnlineBackup,Churn
CUST0270,Female,19,48,Month-to-Month,Bank Transfer,Fiber Optic,91.89,4520.66,5,No,Yes,Yes
CUST0271,Female,49,24,One Year,Bank Transfer,Fiber Optic,93.37,2270.95,4,No,No,No
CUST0272,Female,18,37,Two Year,Mailed Check,Fiber Optic,97.1,3746.37,0,Yes,Yes,No
CUST0273,Male,59,43,Two Year,Mailed Check,Fiber Optic,66.37,2974.97,3,No,No,No
CUST0274,Male,58,64,Month-to-Month,Mailed Check,DSL,54.83,3263.82,1,No,Yes,Yes
CUST0275,Male,61,35,Month-to-Month,Credit Card,DSL,53.37,1833.89,1,Yes,Yes,No
CUST0276,Male,18,28,Month-to-Month,Bank Transfer,No Internet,26.29,698.31,5,No,Yes,No
CUST0277,Male,49,28,Month-to-Month,Bank Transfer,DSL,71.15,1903.92,1,No,Yes,Yes
CUST0278,Male,70,4,Month-to-Month,Credit Card,No Internet,26.27,98.35,3,No,Yes,Yes
CUST0279,Male,22,65,Month-to-Month,Electronic Check,DSL,56.16,3797.4,1,Yes,No,Yes
CUST0280,Female,36,21,Two Year,Credit Card,DSL,44.23,938.04,1,No,Yes,No
CUST0281,Female,25,29,One Year,Electronic Check,No Internet,24.66,681.03,0,No,Yes,No
CUST0282,Male,19,51,Two Year,Bank Transfer,No Internet,26.85,1298.12,3,Yes,No,No
CUST0283,Female,65,71,Month-to-Month,Electronic Check,Fiber Optic,69.76,4613.08,4,Yes,Yes,No
CUST0284,Male,28,63,One Year,Bank Transfer,DSL,43.79,2618.9,2,Yes,No,No
CUST0285,Male,68,10,One Year,Credit Card,Fiber Optic,87.32,857.53,3,No,Yes,No
CUST0286,Female,39,36,One Year,Bank Transfer,Fiber Optic,108.37,3797.74,0,Yes,No,Yes
CUST0287,Female,29,33,Two Year,Mailed Check,Fiber Optic,98.29,3373.67,4,No,Yes,No
CUST0288,Male,27,17,Two Year,Bank Transfer,Fiber Optic,88.71,1448.29,0,No,Yes,No
CUST0289,Male,32,72,Month-to-Month,Credit Card,DSL,57.17,4157.4,1,No,No,Yes
CUST0290,Male,53,19,Two Year,Electronic Check,Fiber Optic,105.53,1979.58,5,Yes,Yes,No
CUST0291,Male,62,17,Two Year,Bank Transfer,DSL,50.99,888.0,4,Yes,Yes,No
CUST0292,Male,49,1,One Year,Credit Card,DSL,43.57,44.78,4,No,No,No
CUST0293,Female,34,65,Two Year,Electronic Check,DSL,44.78,2680.94,3,Yes,No,No
CUST0294,Male,70,51,Month-to-Month,Mailed Check,DSL,43.17,2165.74,0,No,No,Yes
CUST0295,Male,51,71,Month-to-Month,Mailed Check,No Internet,23.83,1686.78,3,No,No,No
CUST0296,Female,22,48,Month-to-Month,Credit Card,DSL,49.52,2277.76,0,Yes,No,No
CUST0297,Male,68,67,Month-to-Month,Electronic Check,Fiber Optic,103.68,6786.46,4,Yes,No,No
CUST0298,Male,49,44,One Year,Bank Transfer,DSL,37.2,1619.65,3,No,No,No
CUST0299,Female,29,66,Two Year,Bank Transfer,DSL,72.52,4857.88,2,Yes,No,No
CUST0300,Male,30,67,One Year,Bank Transfer,Fiber Optic,89.9,5595.01,5,No,Yes,No
CUST0301,Male,56,52,One Year,Credit Card,Fiber Optic,79.82,4136.56,4,No,Yes,No
CUST0302,Female,41,36,Two Year,Mailed Check,No Internet,24.7,913.02,4,No,No,No
CUST0303,Male,50,9,Month-to-Month,Bank Transfer,Fiber Optic,67.13,580.63,5,No,No,No
CUST0304,Female,54,33,Month-to-Month,Electronic Check,No Internet,38.91,1189.53,4,Yes,No,Yes
CUST0305,Female,52,16,One Year,Mailed Check,DSL,73.5,1085.33,2,Yes,No,No
CUST0306,Female,34,2,One Year,Bank Transfer,Fiber Optic,65.53,137.6,5,Yes,Yes,Yes
CUST0307,Female,45,71,Month-to-Month,Electronic Check,DSL,54.56,3883.32,5,Yes,No,Yes
CUST0308,Male,28,32,One Year,Bank Transfer,Fiber Optic,101.17,3170.03,5,Yes,Yes,No
CUST0309,Female,26,70,Month-to-Month,Credit Card,DSL,68.12,4583.46,0,Yes,Yes,No
CUST0310,Male,30,62,One Year,Mailed Check,Fiber Optic,84.74,4860.2,0,Yes,Yes,No
CUST0311,Male,35,2,Two Year,Electronic Check,DSL,67.06,132.09,5,No,No,Yes
CUST0312,Male,22,53,Month-to-Month,Bank Transfer,No Internet,25.79,1390.68,0,No,Yes,No
CUST0313,Male,22,72,Month-to-Month,Bank Transfer,DSL,72.32,5113.87,5,No,Yes,Yes
CUST0314,Male,23,7,Two Year,Electronic Check,DSL,55.26,372.77,0,No,Yes,No
CUST0315,Female,24,29,One Year,Electronic Check,Fiber Optic,95.75,2843.16,3,No,Yes,No
CUST0316,Male,35,45,Month-to-Month,Mailed Check,DSL,56.43,2564.92,4,No,Yes,Yes
CUST0317,Female,40,43,Month-to-Month,Bank Transfer,Fiber Optic,96.11,3868.31,3,Yes,Yes,Yes
CUST0318,Female,50,24,Month-to-Month,Electronic Check,DSL,52.19,1305.2,4,Yes,Yes,Yes
CUST0319,Female,71,32,One Year,Bank Transfer,No Internet,39.68,1234.91,1,No,No,Yes
CUST0320,Female,68,10,One Year,Electronic Check,No Internet,38.09,364.66,1,Yes,No,Yes
CUST0321,Female,53,31,Month-to-Month,Bank Transfer,Fiber Optic,82.88,2411.79,5,No,No,No
CUST0322,Male,23,44,One Year,Mailed Check,DSL,60.13,2591.12,3,No,No,No
CUST0323,Female,67,21,Month-to-Month,Mailed Check,DSL,43.77,912.27,1,Yes,No,No
CUST0324,Male,63,24,Two Year,Bank Transfer,No Internet,27.76,674.41,1,Yes,Yes,No
CUST0325,Male,60,21,Two Year,Credit Card,DSL,47.43,949.96,4,Yes,No,No
CUST0326,Male,33,6,Month-to-Month,Electronic Check,No Internet,20.44,127.26,4,No,No,Yes
CUST0327,Female,45,69,Month-to-Month,Mailed Check,DSL,67.1,4796.96,3,No,Yes,Yes
CUST0328,Male,21,68,One Year,Electronic Check,Fiber Optic,105.31,7126.85,5,Yes,Yes,No
CUST0329,Male,41,7,Two Year,Credit Card,DSL,36.76,268.92,2,No,No,Yes
CUST0330,Female,70,34,Two Year,Credit Card,Fiber Optic,85.9,2926.58,4,No,No,No
CUST0331,Male,71,34,Month-to-Month,Bank Transfer,DSL,67.42,2216.18,1,No,No,Yes
CUST0332,Male,63,57,One Year,Credit Card,DSL,65.55,3621.38,1,Yes,Yes,No
CUST0333,Female,41,7,Month-to-Month,Credit Card,DSL,54.08,349.86,4,Yes,Yes,No
CUST0334,Male,34,51,Month-to-Month,Electronic Check,Fiber Optic,82.03,3923.51,0,Yes,Yes,Yes
CUST0335,Female,33,24,One Year,Electronic Check,No Internet,29.43,731.62,3,No,No,No
CUST0336,Female,50,39,Month-to-Month,Electronic Check,Fiber Optic,104.18,4011.27,0,No,No,No
CUST0337,Female,39,61,Month-to-Month,Electronic Check,DSL,40.95,2597.98,4,No,No,Yes
CUST0338,Female,48,31,Month-to-Month,Electronic Check,No Internet,33.44,1068.65,4,Yes,Yes,Yes
CUST0339,Male,60,67,Month-to-Month,Credit Card,No Internet,24.58,1530.61,5,Yes,Yes,No
CUST0340,Female,70,23,One Year,Credit Card,Fiber Optic,74.45,1794.34,3,Yes,No,No
CUST0341,Female,52,6,Month-to-Month,Electronic Check,Fiber Optic,82.42,455.87,0,No,No,Yes
CUST0342,Female,34,15,Month-to-Month,Credit Card,DSL,60.7,899.56,5,No,No,No
CUST0343,Female,33,62,One Year,Credit Card,Fiber Optic,108.33,6460.68,3,Yes,Yes,No
CUST0344,Female,69,41,Month-to-Month,Credit Card,DSL,73.55,3033.16,4,Yes,No,Yes
CUST0345,Female,29,21,One Year,Credit Card,No Internet,27.86,563.42,0,Yes,No,No
CUST0346,Male,49,28,Two Year,Electronic Check,Fiber Optic,88.6,2574.63,1,Yes,Yes,Yes
CUST0347,Female,52,1,One Year,Mailed Check,No Internet,30.83,29.99,0,Yes,Yes,Yes
CUST0348,Male,21,21,Month-to-Month,Electronic Check,Fiber Optic,65.2,1295.28,0,No,Yes,Yes
CUST0349,Female,37,11,One Year,Credit Card,Fiber Optic,80.96,934.6,5,No,No,Yes
CUST0350,Female,35,71,One Year,Credit Card,DSL,42.44,2979.65,5,No,Yes,No
CUST0351,Female,24,58,Month-to-Month,Bank Transfer,Fiber Optic,73.87,4212.53,3,Yes,No,No
CUST0352,Male,31,26,Month-to-Month,Credit Card,Fiber Optic,85.87,2177.6,3,No,Yes,No
CUST0353,Female,70,22,Month-to-Month,Bank Transfer,Fiber Optic,74.98,1595.99,5,No,Yes,No
CUST0354,Male,35,40,Month-to-Month,Credit Card,No Internet,22.15,852.24,2,Yes,No,Yes
CUST0355,Male,18,65,Month-to-Month,Mailed Check,DSL,49.32,3279.14,4,Yes,Yes,No
CUST0356,Female,45,22,Month-to-Month,Bank Transfer,No Internet,36.73,808.51,4,Yes,Yes,Yes
CUST0357,Female,29,63,Month-to-Month,Mailed Check,DSL,38.54,2502.68,5,No,No,No
CUST0358,Male,50,2,Two Year,Credit Card,Fiber Optic,80.7,160.71,2,Yes,No,Yes
CUST0359,Female,55,34,Month-to-Month,Bank Transfer,No Internet,26.08,909.05,4,No,No,No
CUST0360,Male,24,26,Two Year,Bank Transfer,Fiber Optic,73.45,1762.92,0,No,Yes,No
CUST0361,Male,66,63,Two Year,Bank Transfer,Fiber Optic,73.68,4373.36,4,Yes,No,No
CUST0362,Male,71,70,Month-to-Month,Electronic Check,No Internet,30.69,2252.4,5,Yes,Yes,Yes
CUST0363,Male,37,1,Month-to-Month,Electronic Check,No Internet,44.05,45.04,2,Yes,Yes,No
CUST0364,Female,33,67,Month-to-Month,Credit Card,DSL,73.44,4739.0,1,No,Yes,Yes
CUST0365,Female,72,72,One Year,Mailed Check,DSL,43.02,2994.53,3,No,Yes,No
CUST0366,Male,33,46,Month-to-Month,Mailed Check,Fiber Optic,93.76,4047.8,0,No,No,Yes
CUST0367,Male,63,56,Month-to-Month,Bank Transfer,Fiber Optic,109.45,5821.04,5,No,Yes,No
CUST0368,Male,66,45,One Year,Credit Card,Fiber Optic,97.26,4552.97,5,Yes,No,No
CUST0369,Female,36,72,Two Year,Mailed Check,Fiber Optic,95.72,6878.37,4,Yes,No,No
CUST0370,Female,66,38,Month-to-Month,Electronic Check,Fiber Optic,106.03,3966.51,3,No,Yes,Yes
CUST0371,Male,45,42,Month-to-Month,Electronic Check,Fiber Optic,83.46,3587.77,2,Yes,Yes,Yes
CUST0372,Male,56,40,Month-to-Month,Electronic Check,Fiber Optic,88.83,3721.45,3,Yes,Yes,No
CUST0373,Female,24,72,Month-to-Month,Bank Transfer,DSL,73.16,5416.52,2,Yes,Yes,No
CUST0374,Male,37,6,One Year,Bank Transfer,DSL,58.22,322.87,4,No,No,No
CUST0375,Male,44,70,Month-to-Month,Electronic Check,No Internet,25.07,1674.86,0,No,No,Yes
CUST0376,Female,65,40,Month-to-Month,Mailed Check,DSL,49.39,1958.08,0,Yes,Yes,No
CUST0377,Female,69,44,One Year,Credit Card,No Internet,36.49,1548.56,4,No,Yes,No
CUST0378,Female,26,71,Two Year,Credit Card,Fiber Optic,84.9,6169.77,2,No,Yes,No
CUST0379,Male,43,29,Two Year,Credit Card,No Internet,25.11,755.3,0,Yes,No,Yes
CUST0380,Male,61,51,Two Year,Mailed Check,No Internet,39.67,1992.2,5,Yes,Yes,No
CUST0381,Male,58,7,Two Year,Mailed Check,Fiber Optic,96.7,628.41,1,No,Yes,No
CUST0382,Female,43,16,Month-to-Month,Credit Card,Fiber Optic,76.46,1152.81,2,Yes,Yes,No
CUST0383,Male,41,6,Month-to-Month,Electronic Check,DSL,69.26,394.43,5,Yes,No,No
CUST0384,Female,22,21,Month-to-Month,Mailed Check,Fiber Optic,107.19,2209.65,4,No,Yes,No
CUST0385,Female,51,46,Month-to-Month,Electronic Check,Fiber Optic,85.72,4024.0,4,No,No,No
CUST0386,Male,42,44,Month-to-Month,Bank Transfer,Fiber Optic,97.14,3935.3,3,No,Yes,Yes
CUST0387,Female,27,5,One Year,Mailed Check,Fiber Optic,104.04,543.0,2,Yes,Yes,No
CUST0388,Female,24,47,One Year,Bank Transfer,Fiber Optic,72.4,3400.39,0,Yes,Yes,No
CUST0389,Female,40,10,Month-to-Month,Bank Transfer,Fiber Optic,88.29,845.61,1,Yes,Yes,Yes
CUST0390,Male,33,35,One Year,Electronic Check,Fiber Optic,107.59,3789.42,1,No,Yes,No
CUST0391,Male,29,46,One Year,Bank Transfer,No Internet,33.28,1513.57,5,Yes,No,No
CUST0392,Male,66,58,Two Year,Credit Card,Fiber Optic,76.85,4475.64,1,No,Yes,No
CUST0393,Female,60,64,Two Year,Bank Transfer,No Internet,26.57,1737.37,2,Yes,Yes,No
CUST0394,Female,39,20,One Year,Bank Transfer,Fiber Optic,95.36,1809.52,1,No,No,No
CUST0395,Female,56,62,Month-to-Month,Bank Transfer,No Internet,41.82,2547.73,3,No,No,No
CUST0396,Male,65,63,Month-to-Month,Mailed Check,DSL,62.46,3948.18,2,Yes,No,No
CUST0397,Male,24,70,Month-to-Month,Credit Card,DSL,43.18,3004.75,2,No,No,Yes
CUST0398,Male,47,23,One Year,Credit Card,No Internet,28.78,675.48,2,No,Yes,No
CUST0399,Female,24,63,Month-to-Month,Mailed Check,DSL,40.05,2585.46,0,No,No,Yes
CUST0400,Female,38,30,One Year,Electronic Check,Fiber Optic,81.7,2267.67,1,No,No,Yes
CUST0401,Male,29,61,One Year,Electronic Check,No Internet,32.01,1898.82,4,No,No,No
CUST0402,Male,66,23,Two Year,Mailed Check,No Internet,24.78,571.39,3,No,No,No
CUST0403,Female,35,30,Two Year,Electronic Check,No Internet,21.43,652.82,3,Yes,No,No
CUST0404,Female,65,2,Month-to-Month,Bank Transfer,Fiber Optic,109.39,215.77,0,No,No,No
CUST0405,Female,54,17,Month-to-Month,Bank Transfer,No Internet,29.85,524.65,4,No,Yes,No
CUST0406,Female,47,28,One Year,Bank Transfer,Fiber Optic,71.43,1986.56,2,No,Yes,No
CUST0407,Male,70,13,Two Year,Mailed Check,No Internet,26.95,362.01,4,Yes,Yes,No
CUST0408,Female,45,1,Month-to-Month,Credit Card,No Internet,34.84,33.57,5,No,No,No
CUST0409,Female,58,28,Month-to-Month,Electronic Check,Fiber Optic,66.53,1939.3,2,No,No,Yes
CUST0410,Male,62,38,One Year,Electronic Check,Fiber Optic,91.51,3562.33,2,No,No,Yes
CUST0411,Male,50,68,One Year,Bank Transfer,Fiber Optic,87.2,5790.56,0,Yes,Yes,No
CUST0412,Female,24,45,Month-to-Month,Electronic Check,Fiber Optic,90.6,3808.33,1,No,Yes,No
CUST0413,Male,66,46,Month-to-Month,Mailed Check,Fiber Optic,96.78,4554.09,3,Yes,No,No
CUST0414,Female,68,51,One Year,Bank Transfer,DSL,55.42,2662.63,3,Yes,Yes,No
CUST0415,Male,60,44,Month-to-Month,Electronic Check,No Internet,25.27,1146.76,2,No,No,No
CUST0416,Male,71,48,Month-to-Month,Bank Transfer,No Internet,44.21,2218.89,2,Yes,Yes,No
CUST0417,Male,33,19,One Year,Electronic Check,Fiber Optic,71.59,1370.45,4,No,Yes,No
CUST0418,Female,62,33,Month-to-Month,Bank Transfer,No Internet,23.09,784.1,5,No,Yes,No
CUST0419,Male,52,30,Two Year,Electronic Check,DSL,62.25,1785.41,3,No,No,No
CUST0420,Male,44,25,Month-to-Month,Bank Transfer,DSL,53.17,1264.73,2,Yes,Yes,No
CUST0421,Female,56,11,One Year,Credit Card,Fiber Optic,71.99,748.38,1,No,Yes,No
CUST0422,Female,38,45,Month-to-Month,Electronic Check,DSL,53.14,2235.56,4,No,Yes,Yes
CUST0423,Female,44,7,Two Year,Credit Card,Fiber Optic,98.03,637.54,5,Yes,Yes,No
CUST0424,Male,26,68,Month-to-Month,Electronic Check,DSL,43.44,2855.38,3,Yes,No,No
CUST0425,Female,32,6,Month-to-Month,Mailed Check,DSL,58.28,339.68,4,No,No,Yes
CUST0426,Female,35,53,One Year,Credit Card,Fiber Optic,65.47,3244.88,1,No,Yes,No
CUST0427,Female,32,40,One Year,Electronic Check,Fiber Optic,81.39,3397.92,3,Yes,Yes,No
CUST0428,Male,26,72,One Year,Electronic Check,DSL,69.58,5110.71,0,Yes,Yes,Yes
CUST0429,Female,21,39,One Year,Bank Transfer,DSL,72.21,2672.9,5,Yes,No,No
CUST0430,Female,30,10,Two Year,Bank Transfer,DSL,55.31,567.82,4,No,No,No
CUST0431,Female,39,38,Month-to-Month,Credit Card,DSL,45.78,1775.35,3,No,No,Yes
CUST0432,Male,19,41,Month-to-Month,Electronic Check,Fiber Optic,90.87,3507.24,4,Yes,No,No
CUST0433,Female,67,9,Month-to-Month,Electronic Check,No Internet,37.27,322.05,4,No,Yes,Yes
CUST0434,Female,30,23,Month-to-Month,Mailed Check,DSL,68.57,1598.47,5,Yes,Yes,Yes
CUST0435,Female,54,47,One Year,Electronic Check,DSL,38.19,1712.07,2,Yes,No,Yes
CUST0436,Female,52,7,Month-to-Month,Electronic Check,DSL,63.1,409.2,2,No,No,No
CUST0437,Female,58,28,Month-to-Month,Bank Transfer,No Internet,30.82,889.01,3,No,No,No
CUST0438,Male,40,31,Two Year,Credit Card,DSL,44.54,1389.24,1,Yes,No,No
CUST0439,Male,18,56,One Year,Bank Transfer,No Internet,32.18,1866.06,3,No,No,Yes
CUST0440,Female,68,58,Two Year,Mailed Check,DSL,44.93,2666.63,0,No,Yes,Yes
CUST0441,Female,54,49,Month-to-Month,Electronic Check,No Internet,36.13,1676.73,1,Yes,Yes,No
CUST0442,Male,72,39,One Year,Credit Card,Fiber Optic,95.34,3878.96,4,Yes,Yes,No
CUST0443,Male,59,20,One Year,Electronic Check,DSL,64.23,1308.17,0,Yes,No,No
CUST0444,Female,52,50,Month-to-Month,Bank Transfer,Fiber Optic,77.19,3877.33,2,Yes,Yes,No
CUST0445,Female,56,46,Month-to-Month,Credit Card,DSL,53.46,2285.46,3,No,Yes,No
CUST0446,Female,63,1,Two Year,Credit Card,Fiber Optic,108.05,102.69,1,Yes,No,No
CUST0447,Male,57,33,Two Year,Mailed Check,No Internet,42.56,1354.69,5,Yes,Yes,No
CUST0448,Male,39,27,Month-to-Month,Electronic Check,Fiber Optic,95.16,2520.36,5,Yes,No,Yes
CUST0449,Male,23,22,Two Year,Credit Card,DSL,63.63,1453.97,0,Yes,No,No
CUST0450,Female,31,21,Month-to-Month,Mailed Check,Fiber Optic,88.3,1874.5,4,Yes,Yes,No
CUST0451,Male,34,16,Month-to-Month,Electronic Check,Fiber Optic,97.96,1558.14,2,No,No,Yes
CUST0452,Male,38,6,One Year,Credit Card,Fiber Optic,92.0,564.69,5,No,No,Yes
CUST0453,Male,58,30,One Year,Bank Transfer,No Internet,32.29,946.04,5,Yes,Yes,No
CUST0454,Male,50,6,Month-to-Month,Credit Card,Fiber Optic,102.92,631.65,4,Yes,Yes,No
CUST0455,Male,29,71,One Year,Credit Card,Fiber Optic,99.44,6966.94,1,No,No,Yes
CUST0456,Female,44,72,Month-to-Month,Credit Card,DSL,73.17,5140.57,0,Yes,No,No
CUST0457,Male,19,14,Two Year,Electronic Check,Fiber Optic,102.07,1464.08,2,Yes,No,No
CUST0458,Female,62,34,Month-to-Month,Credit Card,Fiber Optic,85.42,2741.74,2,No,No,Yes
CUST0459,Male,26,72,One Year,Bank Transfer,No Internet,30.65,2128.54,4,Yes,Yes,No
CUST0460,Female,42,26,Month-to-Month,Bank Transfer,Fiber Optic,81.84,1961.25,0,No,Yes,No
CUST0461,Male,37,63,Month-to-Month,Electronic Check,No Internet,42.15,2582.22,5,Yes,No,Yes
CUST0462,Male,52,71,Two Year,Electronic Check,Fiber Optic,89.97,6272.29,0,Yes,No,No
CUST0463,Male,20,48,Month-to-Month,Electronic Check,Fiber Optic,100.08,4499.06,1,No,No,Yes
CUST0464,Male,63,39,One Year,Bank Transfer,Fiber Optic,93.27,3671.46,1,Yes,No,No
CUST0465,Male,54,23,Month-to-Month,Credit Card,Fiber Optic,66.92,1610.92,3,Yes,No,No
CUST0466,Male,64,22,Month-to-Month,Credit Card,No Internet,23.25,525.42,3,Yes,Yes,Yes
CUST0467,Male,50,41,Month-to-Month,Electronic Check,DSL,70.79,2931.83,5,No,No,No
CUST0468,Male,63,33,Two Year,Credit Card,DSL,65.44,2012.37,0,Yes,No,No
CUST0469,Male,60,5,Month-to-Month,Credit Card,Fiber Optic,97.05,471.03,1,Yes,No,Yes
CUST0470,Male,22,68,One Year,Mailed Check,DSL,56.17,3525.15,5,No,Yes,Yes
CUST0471,Male,19,33,Two Year,Electronic Check,Fiber Optic,106.59,3310.09,3,Yes,No,Yes
CUST0472,Female,35,2,Two Year,Mailed Check,Fiber Optic,83.82,168.77,0,No,No,No
CUST0473,Male,21,45,One Year,Electronic Check,DSL,57.1,2414.73,3,Yes,No,No
CUST0474,Female,64,64,Month-to-Month,Credit Card,Fiber Optic,96.7,6385.81,2,No,No,No
CUST0475,Female,64,19,One Year,Bank Transfer,Fiber Optic,88.72,1569.65,2,Yes,Yes,No
CUST0476,Male,61,39,Two Year,Electronic Check,Fiber Optic,69.03,2669.23,3,Yes,No,Yes
CUST0477,Male,62,72,Month-to-Month,Mailed Check,DSL,38.12,2868.4,1,No,Yes,No
CUST0478,Female,62,62,Month-to-Month,Electronic Check,No Internet,39.44,2462.3,2,No,Yes,Yes
CUST0479,Female,24,46,Month-to-Month,Credit Card,DSL,65.05,3077.95,0,No,Yes,No
CUST0480,Female,48,51,Month-to-Month,Mailed Check,DSL,74.62,3741.57,1,Yes,No,No
CUST0481,Male,54,2,One Year,Credit Card,DSL,37.91,79.57,2,Yes,Yes,No
CUST0482,Male,41,60,One Year,Credit Card,DSL,71.29,4014.2,4,Yes,No,No
CUST0483,Female,44,47,Month-to-Month,Credit Card,Fiber Optic,105.67,4572.52,0,No,Yes,No
CUST0484,Female,57,17,Month-to-Month,Credit Card,DSL,45.9,773.44,2,Yes,Yes,No
CUST0485,Male,46,44,Month-to-Month,Credit Card,DSL,57.78,2395.76,0,Yes,Yes,No
CUST0486,Female,58,12,One Year,Electronic Check,DSL,69.71,793.81,1,No,No,No
CUST0487,Male,58,52,Month-to-Month,Credit Card,Fiber Optic,70.64,3636.98,4,No,No,No
CUST0488,Female,70,38,Month-to-Month,Bank Transfer,DSL,52.29,2064.53,2,No,Yes,No
CUST0489,Female,24,41,Month-to-Month,Electronic Check,DSL,48.36,1971.24,4,No,No,Yes
CUST0490,Male,28,18,Month-to-Month,Bank Transfer,DSL,42.03,744.88,4,No,No,No
CUST0491,Male,34,60,Two Year,Bank Transfer,Fiber Optic,107.64,6726.07,2,Yes,No,No
CUST0492,Female,70,68,Two Year,Bank Transfer,Fiber Optic,74.55,4705.77,4,No,No,No
CUST0493,Female,40,28,Month-to-Month,Credit Card,No Internet,41.93,1206.67,5,No,Yes,Yes
CUST0494,Female,56,30,Month-to-Month,Mailed Check,DSL,42.82,1337.58,1,No,No,No
CUST0495,Male,29,62,Month-to-Month,Mailed Check,DSL,69.12,4383.61,5,No,Yes,Yes
CUST0496,Male,63,15,One Year,Credit Card,Fiber Optic,100.58,1501.22,0,No,No,No
CUST0497,Male,54,33,Two Year,Electronic Check,Fiber Optic,88.95,2956.32,2,Yes,Yes,Yes
CUST0498,Female,48,34,One Year,Electronic Check,Fiber Optic,87.24,2943.69,4,No,No,No
CUST0499,Female,18,6,Month-to-Month,Electronic Check,DSL,68.57,403.33,3,No,No,Yes
CUST0500,Male,58,63,Month-to-Month,Bank Transfer,Fiber Optic,96.18,5607.29,1,No,No,No
